car_name,brand,model,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,3,9700,20.51,67.04,5,420000
Maruti Alto,Maruti,Alto,9,75000,19.7,46.3,5,165000
Maruti Alto,Maruti,Alto,5,30000,22.74,47.3,5,240000
Maruti Wagon R,Maruti,Wagon R,9,56890,18.9,67.1,5,220000
Renault KWID,Renault,KWID,1,23323,22.3,53.26,5,430000
Maruti Alto,Maruti,Alto,13,100000,19.7,46.3,5,80000
Renault KWID,Renault,KWID,2,4500,24.04,67,5,500000
Maruti Alto,Maruti,Alto,8,33682,22.74,47.3,5,235000
Renault KWID,Renault,KWID,3,20000,24.04,67,5,330000
Maruti Wagon R,Maruti,Wagon R,8,72000,18.9,67.1,5,290000
Renault KWID,Renault,KWID,5,60000,23.01,67,5,215000
Maruti Wagon R,Maruti,Wagon R,5,37500,20.51,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,5,40000,20.51,67.04,5,325000
Maruti Wagon R,Maruti,Wagon R,5,58000,20.51,67.04,5,350000
Maruti Alto,Maruti,Alto,7,40000,22.74,47.3,5,250000
Maruti Celerio,Maruti,Celerio,4,50000,23.1,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,5,20673,18.9,67.1,5,350000
Renault KWID,Renault,KWID,1,25000,23.01,67,5,300000
Maruti Wagon R,Maruti,Wagon R,9,60000,18.9,67.1,5,220000
Maruti Wagon R,Maruti,Wagon R,10,130890,18.9,67.1,5,160000
Maruti Wagon R,Maruti,Wagon R,5,34500,20.51,67.04,5,375000
Maruti Alto,Maruti,Alto,4,10000,23.95,67.1,5,340000
Renault KWID,Renault,KWID,4,30000,25.17,53.3,5,300000
Maruti Wagon R,Maruti,Wagon R,15,49256,21.79,67.05,5,111000
Maruti Alto,Maruti,Alto,12,50000,19.7,46.3,5,175000
Maruti Wagon R,Maruti,Wagon R,7,21980,20.51,67.04,5,290000
Maruti Alto,Maruti,Alto,12,30000,19.7,46.3,5,150000
Maruti Alto,Maruti,Alto,3,5000,24.7,47.3,5,325000
Maruti Wagon R,Maruti,Wagon R,11,80875,18.9,67.1,5,250000
Hyundai Venue,Hyundai,Venue,2,10000,18.27,118.35,5,950000
Maruti Wagon R,Maruti,Wagon R,21,120000,18.9,67.1,5,95000
Maruti Alto,Maruti,Alto,2,20000,23.95,67.05,5,330000
Maruti Wagon R,Maruti,Wagon R,4,50000,20.51,67.04,5,370000
Maruti Alto,Maruti,Alto,9,61043,19.7,46.3,5,210000
Maruti Wagon R,Maruti,Wagon R,8,16000,20.51,67.04,5,299000
Maruti Wagon R,Maruti,Wagon R,5,60000,20.51,67.04,5,324000
Maruti Alto,Maruti,Alto,4,36000,24.7,47.3,5,275000
Renault KWID,Renault,KWID,5,45049,25.17,53.3,5,320000
Maruti Alto,Maruti,Alto,5,10000,23.95,67.05,5,316000
Maruti Wagon R,Maruti,Wagon R,3,30000,20.51,67.04,5,390000
Maruti Wagon R,Maruti,Wagon R,3,25000,20.51,67.04,5,400000
Maruti Wagon R,Maruti,Wagon R,11,50000,18.9,67.1,5,260000
Maruti Alto,Maruti,Alto,2,8000,22.05,47.3,5,335000
Renault KWID,Renault,KWID,2,15000,25.17,53.3,5,375000
Datsun RediGO,Datsun,RediGO,3,14000,23,67,5,349000
Datsun RediGO,Datsun,RediGO,3,25000,22.7,53.64,5,225000
Maruti Alto,Maruti,Alto,2,5000,23.95,67.05,5,390000
Maruti Alto,Maruti,Alto,7,50000,22.74,47.3,5,240000
Renault KWID,Renault,KWID,4,25000,23.01,67,5,285000
Maruti Wagon R,Maruti,Wagon R,9,37000,18.9,67.1,5,250000
Maruti Alto,Maruti,Alto,6,40000,23.95,67.05,5,250000
Renault KWID,Renault,KWID,3,12000,25.17,53.3,5,330000
Renault KWID,Renault,KWID,4,9748,23.01,67,5,350000
Hyundai Venue,Hyundai,Venue,1,2600,18.27,118.35,5,950000
Ford Ecosport,Ford,Ecosport,8,34000,18.88,123.37,5,550000
Maruti Wagon R,Maruti,Wagon R,5,16000,20.51,67.04,5,329000
Maruti Alto,Maruti,Alto,11,60000,19.7,46.3,5,200000
Maruti Alto,Maruti,Alto,7,110000,22.74,47.3,5,180000
Maruti Alto,Maruti,Alto,6,50000,30.46,47.3,5,240000
Renault KWID,Renault,KWID,2,12123,23.01,67,5,375000
Renault KWID,Renault,KWID,5,35000,25.17,53.3,5,250000
Maruti Wagon R,Maruti,Wagon R,4,35000,21.79,67.05,5,350000
Maruti Alto,Maruti,Alto,6,20000,22.74,47.3,5,230000
Renault KWID,Renault,KWID,5,15000,23.01,67,5,370000
Maruti Alto,Maruti,Alto,3,20000,23.95,67.05,5,310000
Maruti Alto,Maruti,Alto,6,28882,23.95,67.05,5,310000
Renault KWID,Renault,KWID,3,38000,25.17,53.3,5,345000
Maruti Alto,Maruti,Alto,3,15000,24.7,47.3,5,265000
Maruti Celerio,Maruti,Celerio,2,20000,23.1,67.04,5,565000
Maruti Alto,Maruti,Alto,9,40000,19.7,46.3,5,170000
Maruti Wagon R,Maruti,Wagon R,7,36000,21.79,67.05,5,310000
Datsun RediGO,Datsun,RediGO,4,13000,22.7,53.64,5,215000
Renault KWID,Renault,KWID,2,4269,24.04,67,5,415000
Maruti Celerio,Maruti,Celerio,4,39000,23.1,67.04,5,425000
Renault KWID,Renault,KWID,5,28842,25.17,53.3,5,350000
Maruti Wagon R,Maruti,Wagon R,3,60000,26.6,58.16,5,355000
Maruti Wagon R,Maruti,Wagon R,11,80000,26.2,58.2,5,220000
Maruti Alto,Maruti,Alto,11,20000,19.7,46.3,5,150000
Maruti Alto,Maruti,Alto,9,70000,19.7,46.3,5,170000
Maruti Alto,Maruti,Alto,12,110000,19.7,46.3,5,110000
Maruti Alto,Maruti,Alto,4,60000,24.7,47.3,5,250000
Maruti Alto,Maruti,Alto,3,20000,24.7,47.3,5,310000
Maruti Wagon R,Maruti,Wagon R,8,70000,20.51,67.04,5,250000
Maruti Baleno,Maruti,Baleno,4,120000,21.1,100,5,500000
Maruti Wagon R,Maruti,Wagon R,9,43000,21.79,67.05,5,245000
Maruti Alto,Maruti,Alto,10,25000,19.7,46.3,5,160000
Datsun redi-GO,Datsun,redi-GO,3,2300,20.71,53.64,5,325000
Maruti Alto,Maruti,Alto,4,14870,24.7,47.3,5,298000
Renault KWID,Renault,KWID,4,30000,24.04,67,5,320000
Maruti Wagon R,Maruti,Wagon R,7,54099,18.9,67.1,5,280000
Maruti Alto,Maruti,Alto,9,19455,19.7,46.3,5,185000
Maruti Wagon R,Maruti,Wagon R,4,5388,20.51,67.04,5,409000
Renault KWID,Renault,KWID,3,23000,23.01,67,5,310000
Datsun RediGO,Datsun,RediGO,4,30000,22.7,53.64,5,275000
Maruti Wagon R,Maruti,Wagon R,4,10000,18.9,67.1,5,399000
Maruti Alto,Maruti,Alto,11,80000,26.83,38.4,5,150000
Maruti Wagon R,Maruti,Wagon R,8,44400,21.79,67.05,5,300000
Maruti Alto,Maruti,Alto,11,48679,19.7,46.3,5,130000
Maruti Alto,Maruti,Alto,11,100000,19.7,46.3,5,160000
Datsun RediGO,Datsun,RediGO,4,21300,22.7,53.64,5,230000
Maruti Alto,Maruti,Alto,5,68102,23.95,67.05,5,365000
Maruti Wagon R,Maruti,Wagon R,4,23967,21.79,67.05,5,295000
Maruti Wagon R,Maruti,Wagon R,9,50000,18.9,67.1,5,265000
Maruti Wagon R,Maruti,Wagon R,6,25000,18.9,67.1,5,350000
Maruti Wagon R,Maruti,Wagon R,10,76239,26.2,58.2,5,260000
Maruti Alto,Maruti,Alto,6,30000,22.74,47.3,5,210000
Renault KWID,Renault,KWID,5,22000,25.17,53.3,5,300000
Datsun RediGO,Datsun,RediGO,4,16000,22.7,53.64,5,225000
Maruti Alto,Maruti,Alto,9,105800,20.92,67.1,5,160000
Maruti Alto,Maruti,Alto,4,20000,23.95,67.05,5,350000
Maruti Celerio,Maruti,Celerio,4,20500,23.1,67.04,5,350000
Maruti Alto,Maruti,Alto,6,32000,22.74,47.3,5,300000
Renault KWID,Renault,KWID,3,34000,25.17,53.3,5,285000
Maruti Wagon R,Maruti,Wagon R,5,40000,20.51,67.04,5,300000
Hyundai Venue,Hyundai,Venue,1,5000,18.15,118.35,5,1100000
Maruti Alto,Maruti,Alto,4,42691,24.7,47.3,5,300000
Maruti Wagon R,Maruti,Wagon R,11,74804,18.9,67.1,5,275000
Maruti Alto,Maruti,Alto,12,35000,19.7,46.3,5,225000
Maruti Wagon R,Maruti,Wagon R,10,30000,18.9,67.1,5,215000
Maruti Alto,Maruti,Alto,6,38568,22.74,47.3,5,225000
Maruti Wagon R,Maruti,Wagon R,8,61996,20.51,67.04,5,300000
Maruti Wagon R,Maruti,Wagon R,5,32000,18.9,67.1,5,350000
Maruti Alto,Maruti,Alto,5,29000,22.74,47.3,5,240000
Maruti Alto,Maruti,Alto,10,68203,23.95,67.05,5,210000
Renault KWID,Renault,KWID,4,9265,23.01,67,5,350000
Maruti Alto,Maruti,Alto,15,90000,19.7,46.3,5,110000
Maruti Alto,Maruti,Alto,5,50000,23.95,67.05,5,280000
Maruti Alto,Maruti,Alto,8,46783,30.46,47.3,5,210000
Maruti Alto,Maruti,Alto,2,40000,24.7,47.3,5,290000
Maruti Alto,Maruti,Alto,7,80000,22.74,47.3,5,210000
Maruti Alto,Maruti,Alto,5,13000,22.74,47.3,5,250000
Maruti Alto,Maruti,Alto,4,11000,24.7,47.3,5,285000
Maruti Wagon R,Maruti,Wagon R,12,36259,18.9,67.1,5,129000
Maruti Celerio,Maruti,Celerio,4,4000,23.1,67.04,5,478000
Maruti Wagon R,Maruti,Wagon R,10,78000,26.2,58.2,5,210000
Maruti Wagon R,Maruti,Wagon R,6,32000,18.9,67.1,5,350000
Maruti Alto,Maruti,Alto,4,18000,24.7,47.3,5,270000
Maruti Alto,Maruti,Alto,5,30000,23.95,67.05,5,300000
Maruti Celerio,Maruti,Celerio,4,19000,23.1,67.04,5,410000
Maruti Wagon R,Maruti,Wagon R,5,68000,26.2,58.2,5,320000
Maruti Alto,Maruti,Alto,6,49163,22.74,47.3,5,285000
Maruti Alto,Maruti,Alto,13,60000,19.7,46.3,5,97000
Maruti Alto,Maruti,Alto,3,10000,23.95,67.05,5,320000
Maruti Wagon R,Maruti,Wagon R,9,60000,18.9,67.1,5,235000
Datsun RediGO,Datsun,RediGO,4,27500,22.7,53.64,5,206000
Maruti Wagon R,Maruti,Wagon R,18,150000,18.9,67.1,5,65000
Maruti Wagon R,Maruti,Wagon R,4,3192,20.51,67.04,5,415000
Renault KWID,Renault,KWID,5,30000,25.17,53.3,5,225000
Maruti Celerio,Maruti,Celerio,7,43500,23.1,67.04,5,319000
Maruti Wagon R,Maruti,Wagon R,2,15000,20.51,67.04,5,420000
Maruti Alto,Maruti,Alto,9,11500,20.92,67.1,5,210000
Renault KWID,Renault,KWID,2,7000,24.04,67,5,490000
Maruti Wagon R,Maruti,Wagon R,4,60000,26.6,58.16,5,320000
Maruti Celerio,Maruti,Celerio,6,11668,23.1,67.04,5,325000
Maruti Celerio,Maruti,Celerio,4,40000,23.1,67.04,5,420000
Renault Triber,Renault,Triber,2,23000,20,72,7,550000
Maruti Alto,Maruti,Alto,11,72000,26.83,38.4,5,125000
Maruti Baleno,Maruti,Baleno,2,6500,21.1,100.5,5,730000
Renault KWID,Renault,KWID,5,10000,25.17,53.3,5,220000
Renault KWID,Renault,KWID,5,27000,25.17,53.3,5,350000
Maruti Alto,Maruti,Alto,12,68000,19.7,46.3,5,130000
Maruti Alto,Maruti,Alto,13,35000,19.7,46.3,5,140000
Datsun RediGO,Datsun,RediGO,3,14001,23,67,5,349000
Renault KWID,Renault,KWID,3,25000,24.04,67,5,370000
Maruti Alto,Maruti,Alto,6,48000,22.74,47.3,5,215000
Maruti Wagon R,Maruti,Wagon R,14,53000,21.79,67.05,5,175000
Maruti Alto,Maruti,Alto,10,15000,19.7,46.3,5,156000
Maruti Celerio,Maruti,Celerio,2,15000,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,5,16000,24.7,47.3,5,325000
Maruti Alto,Maruti,Alto,4,20000,24.7,47.3,5,250000
Renault KWID,Renault,KWID,6,30000,25.17,53.3,5,200000
Maruti Wagon R,Maruti,Wagon R,5,38000,21.79,67.05,5,335000
Maruti Wagon R,Maruti,Wagon R,12,42000,18.9,67.1,5,180000
Maruti Alto,Maruti,Alto,10,115000,19.7,46.3,5,125000
Maruti Alto,Maruti,Alto,8,70000,22.74,47.3,5,170000
Renault KWID,Renault,KWID,5,35000,25.17,53.3,5,240000
Maruti Celerio,Maruti,Celerio,5,24262,23.1,67.04,5,460000
Maruti Wagon R,Maruti,Wagon R,5,29000,20.51,67.04,5,365000
Maruti Alto,Maruti,Alto,10,70000,20.92,67.1,5,150000
Maruti Alto,Maruti,Alto,2,10000,23.95,67.1,5,360000
Ford Ecosport,Ford,Ecosport,6,104278,18.88,123.37,5,590000
Maruti Celerio,Maruti,Celerio,5,35000,23.1,67.04,5,385000
Maruti Alto,Maruti,Alto,13,50000,19.7,46.3,5,104000
Maruti Wagon R,Maruti,Wagon R,5,11799,20.51,67.04,5,360000
Volkswagen Polo,Volkswagen,Polo,3,19000,18.78,75,5,599000
Maruti Alto,Maruti,Alto,14,120000,19.7,46.3,5,90000
Maruti Wagon R,Maruti,Wagon R,7,40000,20.51,67.04,5,295000
Maruti Wagon R,Maruti,Wagon R,8,120000,20.51,67.04,5,220000
Maruti Wagon R,Maruti,Wagon R,3,3944,20.51,67,5,485000
Maruti Wagon R,Maruti,Wagon R,7,42290,20.51,67.04,5,310000
Maruti Alto,Maruti,Alto,3,57199,23.95,67.05,5,378000
Maruti Wagon R,Maruti,Wagon R,2,19022,33.54,67.04,5,470000
Maruti Wagon R,Maruti,Wagon R,12,60000,21.79,67.05,5,150000
Maruti Wagon R,Maruti,Wagon R,6,48000,20.51,67,5,380000
Maruti Wagon R,Maruti,Wagon R,8,58000,20.51,67.04,5,320000
Maruti Wagon R,Maruti,Wagon R,10,41000,20.51,67.04,5,210000
Maruti Wagon R,Maruti,Wagon R,7,58000,20.51,67.04,5,300000
Renault KWID,Renault,KWID,4,30254,25.17,53.3,5,265000
Maruti Celerio,Maruti,Celerio,4,40000,31.79,58.2,5,475000
Maruti Celerio,Maruti,Celerio,5,2000,23.1,67.04,5,466000
Maruti Wagon R,Maruti,Wagon R,4,56000,26.6,58.16,5,365000
Maruti Alto,Maruti,Alto,15,124000,19.7,46.3,5,85000
Maruti Alto,Maruti,Alto,1,10326,19.7,46.3,5,350000
Maruti Wagon R,Maruti,Wagon R,3,93000,26.6,58.16,5,350000
Maruti Alto,Maruti,Alto,12,35000,19.7,46.3,5,100000
Maruti Wagon R,Maruti,Wagon R,3,40000,20.51,67,5,400000
Maruti Wagon R,Maruti,Wagon R,7,85000,21.79,67.05,5,325000
Maruti Wagon R,Maruti,Wagon R,8,52000,18.9,67.1,5,270000
Maruti Alto,Maruti,Alto,5,27648,32.26,58.3,4,325000
Maruti Alto,Maruti,Alto,11,62000,19.7,46.3,5,160000
Ford Ecosport,Ford,Ecosport,8,35225,18.88,123.37,5,480000
Maruti Wagon R,Maruti,Wagon R,8,63000,26.6,58.16,5,250000
Maruti Celerio,Maruti,Celerio,5,69000,31.79,58.2,5,375000
Maruti Celerio,Maruti,Celerio,2,35000,23.1,67.04,5,480000
Renault KWID,Renault,KWID,2,13931,20.71,53.26,5,345000
Datsun RediGO,Datsun,RediGO,5,36000,22.7,53.64,5,235000
Maruti Alto,Maruti,Alto,4,28239,33.44,40.3,4,315000
Maruti Alto,Maruti,Alto,8,15000,22.74,47.3,5,189000
Maruti Wagon R,Maruti,Wagon R,6,37499,21.79,67.05,5,350000
Maruti Alto,Maruti,Alto,4,50000,23.95,67.05,5,298000
Maruti Wagon R,Maruti,Wagon R,9,49000,20.51,67.04,5,231000
Maruti Wagon R,Maruti,Wagon R,9,65000,21.79,67.05,5,230000
Hyundai Venue,Hyundai,Venue,2,12000,18,118.35,5,1050000
Maruti Wagon R,Maruti,Wagon R,3,33955,33.54,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,7,86461,20.51,67.04,5,290000
Renault KWID,Renault,KWID,3,40746,25.17,53.3,5,300000
Hyundai Venue,Hyundai,Venue,2,17000,18.27,118.35,5,875000
Maruti Alto,Maruti,Alto,8,13910,20.92,67.1,5,230000
Maruti Wagon R,Maruti,Wagon R,6,79855,20.51,67.04,5,347000
Maruti Alto,Maruti,Alto,10,22500,19.7,46.3,5,120000
Maruti Alto,Maruti,Alto,15,20000,19.7,46.3,5,85000
Maruti Celerio,Maruti,Celerio,3,15161,21.63,67.04,5,485000
Maruti Wagon R,Maruti,Wagon R,4,33200,26.2,58.2,5,350000
Maruti Celerio,Maruti,Celerio,5,36000,23.1,67.04,5,375000
Renault KWID,Renault,KWID,4,43616,25.17,53.3,5,290000
Datsun redi-GO,Datsun,redi-GO,5,47000,20.71,53.64,5,299000
Maruti Wagon R,Maruti,Wagon R,10,52000,26.2,58.2,5,210000
Renault KWID,Renault,KWID,3,33124,25.17,53.3,5,335000
Maruti Wagon R,Maruti,Wagon R,7,64000,18.9,67.1,5,265000
Maruti Alto,Maruti,Alto,6,15000,22.74,47.3,5,275000
Maruti Wagon R,Maruti,Wagon R,4,47000,20.51,67,5,390000
Maruti Wagon R,Maruti,Wagon R,6,52000,21.79,67.05,5,310000
Hyundai Venue,Hyundai,Venue,1,1200,18.27,118.35,5,1075000
Maruti Wagon R,Maruti,Wagon R,8,40000,18.9,67.1,5,285000
Maruti Wagon R,Maruti,Wagon R,8,64000,26.6,58.16,5,270000
Maruti Celerio,Maruti,Celerio,6,63000,23.1,67.04,5,385000
Maruti Wagon R,Maruti,Wagon R,9,62443,18.9,67.1,5,235000
Maruti Alto,Maruti,Alto,14,40000,19.7,46.3,5,80000
Renault KWID,Renault,KWID,5,45000,23.01,67,5,225000
Maruti Wagon R,Maruti,Wagon R,5,77950,26.6,58.16,5,340000
Maruti Wagon R,Maruti,Wagon R,7,51000,32.52,58.33,5,245000
Maruti Alto,Maruti,Alto,5,30265,30.46,47.3,5,295000
Maruti Alto,Maruti,Alto,11,40000,19.7,46.3,5,170000
Maruti Wagon R,Maruti,Wagon R,9,69000,21.79,67.05,5,300000
Maruti Wagon R,Maruti,Wagon R,5,46613,20.51,67.04,5,345000
Maruti Wagon R,Maruti,Wagon R,5,37208,33.54,67.04,5,365000
Maruti Alto,Maruti,Alto,9,42489,20.92,67.1,5,235000
Maruti Wagon R,Maruti,Wagon R,6,56931,20.51,67.04,5,320000
Maruti Celerio,Maruti,Celerio,6,34000,23.1,67.04,5,365000
Maruti Wagon R,Maruti,Wagon R,7,50000,20.51,67.04,5,300000
Maruti Wagon R,Maruti,Wagon R,6,33000,20.51,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,7,47000,18.9,67.1,5,260000
Maruti Wagon R,Maruti,Wagon R,3,55000,33.54,67.04,5,380000
Maruti Wagon R,Maruti,Wagon R,5,61193,18.9,67.1,5,365000
Maruti Celerio,Maruti,Celerio,2,30000,21.63,67.04,5,420000
Maruti Celerio,Maruti,Celerio,5,2200,23.1,67.04,5,465000
Maruti Wagon R,Maruti,Wagon R,5,58000,18.9,67.1,5,299000
Maruti Alto,Maruti,Alto,3,9800,22.74,47.3,5,320000
Maruti Alto,Maruti,Alto,8,30000,23.95,67.05,5,249000
Maruti Alto,Maruti,Alto,6,90000,30.46,47.3,5,216000
Renault KWID,Renault,KWID,5,46583,25.17,53.3,5,280000
Maruti Celerio,Maruti,Celerio,3,47064,23.1,67.04,5,525000
Hyundai Venue,Hyundai,Venue,2,26000,18.15,118.35,5,1095000
Maruti Alto,Maruti,Alto,6,38000,22.74,47.3,5,245000
Hyundai Venue,Hyundai,Venue,1,581,18,118.35,5,1145000
Maruti Wagon R,Maruti,Wagon R,12,63000,20.51,67.04,5,129000
Maruti Wagon R,Maruti,Wagon R,13,67000,21.79,67.05,5,129000
Maruti Alto,Maruti,Alto,6,36390,22.74,47.3,5,255000
Maruti Alto,Maruti,Alto,8,70000,22.74,47.3,5,157000
Hyundai Venue,Hyundai,Venue,2,27000,18.27,118.35,5,995000
Maruti Wagon R,Maruti,Wagon R,9,72300,21.79,67.05,5,249000
Renault Triber,Renault,Triber,2,2709,20,71,7,575000
Maruti Alto,Maruti,Alto,9,62351,20.92,67.1,5,209000
Maruti Wagon R,Maruti,Wagon R,9,54000,18.9,67.1,5,275000
Maruti Wagon R,Maruti,Wagon R,3,30000,21.79,67.05,5,415000
Datsun RediGO,Datsun,RediGO,4,37001,22.7,53.64,5,245000
Datsun RediGO,Datsun,RediGO,3,49000,22.7,53.64,5,295000
Renault KWID,Renault,KWID,3,11051,23.01,67,5,365000
Maruti Wagon R,Maruti,Wagon R,7,46000,20.51,67.04,5,320000
Hyundai Venue,Hyundai,Venue,1,13000,18.27,118.35,5,995000
Renault KWID,Renault,KWID,5,76000,25.17,53.3,5,210000
Hyundai Venue,Hyundai,Venue,2,19500,18.15,118.35,5,1100000
Hyundai Venue,Hyundai,Venue,2,9500,18.27,118.35,5,835000
Maruti Alto,Maruti,Alto,13,75000,19.7,46.3,5,125000
Maruti Alto,Maruti,Alto,7,60000,22.74,47.3,5,200000
Maruti Wagon R,Maruti,Wagon R,6,71000,26.6,58.16,5,285000
Maruti Alto,Maruti,Alto,3,14000,23.95,67.05,5,350000
Maruti Wagon R,Maruti,Wagon R,6,30000,32.52,58.33,5,350000
Hyundai Venue,Hyundai,Venue,2,27000,18.27,118.35,5,995000
Maruti Celerio,Maruti,Celerio,3,20067,23.1,67.04,5,410000
Renault KWID,Renault,KWID,4,20000,23.01,67,5,375000
Hyundai Venue,Hyundai,Venue,2,26000,18.15,118.35,5,1000000
Maruti Alto,Maruti,Alto,5,50000,23.95,67.05,5,335000
Maruti Wagon R,Maruti,Wagon R,7,86000,18.9,67.1,5,315000
Maruti Wagon R,Maruti,Wagon R,9,71000,33.54,67.04,5,275000
Maruti Alto,Maruti,Alto,2,33000,23.95,67.05,5,375000
Renault KWID,Renault,KWID,3,48353,25.17,53.3,5,247000
Renault KWID,Renault,KWID,5,27000,25.17,53.3,5,265000
Hyundai Venue,Hyundai,Venue,2,27589,18.27,118.35,5,1040000
Datsun redi-GO,Datsun,redi-GO,5,50000,21.7,67.05,5,325000
Maruti Alto,Maruti,Alto,8,42000,20.92,67.1,5,225000
Maruti Wagon R,Maruti,Wagon R,6,20000,20.51,67.04,5,325000
Maruti Wagon R,Maruti,Wagon R,4,75000,33.54,67.04,5,375000
Maruti Alto,Maruti,Alto,9,65000,30.46,47.3,5,175000
Maruti Alto,Maruti,Alto,10,24895,20.92,67.1,5,185000
Hyundai Venue,Hyundai,Venue,2,27000,18.27,118.35,5,1025000
Maruti Wagon R,Maruti,Wagon R,7,20000,20.51,67.04,5,300000
Maruti Alto,Maruti,Alto,1,2200,24.7,47.3,5,360000
Maruti Wagon R,Maruti,Wagon R,5,37485,18.9,67.1,5,365000
Maruti Wagon R,Maruti,Wagon R,9,47000,18.9,67.1,5,245000
Maruti Wagon R,Maruti,Wagon R,3,29000,20.51,67.04,5,400000
Maruti Wagon R,Maruti,Wagon R,4,42000,21.79,67.05,5,360000
Maruti Alto,Maruti,Alto,5,70000,22.74,47.3,5,299000
Datsun RediGO,Datsun,RediGO,5,41000,22.7,53.64,5,215000
Maruti Wagon R,Maruti,Wagon R,8,61000,26.2,58.2,5,275000
Maruti Wagon R,Maruti,Wagon R,4,11615,20.51,67,5,440000
Maruti Alto,Maruti,Alto,14,25000,19.7,46.3,5,100000
Maruti Wagon R,Maruti,Wagon R,3,52000,26.6,58.16,5,435000
Maruti Alto,Maruti,Alto,14,35000,19.7,46.3,5,100000
Maruti Alto,Maruti,Alto,8,39000,20.92,67.1,5,225000
Maruti Alto,Maruti,Alto,11,50000,19.7,46.3,5,135000
Maruti Alto,Maruti,Alto,7,2620,22.74,47.3,5,275000
Maruti Wagon R,Maruti,Wagon R,6,47000,18.9,67.1,5,325000
Maruti Alto,Maruti,Alto,9,60943,20.92,67.1,5,265000
Maruti Wagon R,Maruti,Wagon R,9,61000,26.6,58.16,5,240000
Maruti Celerio,Maruti,Celerio,2,60000,31.79,58.33,5,400000
Maruti Wagon R,Maruti,Wagon R,11,73000,26.6,58.16,5,210000
Maruti Wagon R,Maruti,Wagon R,5,55000,32.52,58.33,5,325000
Maruti Alto,Maruti,Alto,8,30764,23.95,67.05,5,250000
Maruti Alto,Maruti,Alto,7,41000,22.74,47.3,5,225000
Maruti Alto,Maruti,Alto,10,64100,20.92,67.1,5,210000
Maruti Alto,Maruti,Alto,12,63000,19.7,46.3,5,140000
Maruti Wagon R,Maruti,Wagon R,2,36000,21.79,67.05,5,410000
Maruti Wagon R,Maruti,Wagon R,13,61400,18.9,67.1,5,128000
Maruti Alto,Maruti,Alto,8,68000,33.44,40.3,4,150000
Datsun RediGO,Datsun,RediGO,4,20000,22.7,53.64,5,225000
Maruti Wagon R,Maruti,Wagon R,1,9000,26.6,58.16,5,545000
Maruti Alto,Maruti,Alto,6,29437,22.74,47.3,5,265000
Maruti Celerio,Maruti,Celerio,3,47000,21.63,67.05,5,525000
Maruti Celerio,Maruti,Celerio,6,20934,23.1,67.04,5,360000
Maruti Wagon R,Maruti,Wagon R,12,63000,21.79,67.05,5,125000
Maruti Wagon R,Maruti,Wagon R,8,63000,32.52,58.33,5,250000
Maruti Celerio,Maruti,Celerio,7,53412,23.1,67.04,5,300000
Maruti Celerio,Maruti,Celerio,3,41000,21.63,67.04,5,400000
Hyundai Venue,Hyundai,Venue,2,10000,18.27,118.35,5,870000
Maruti Alto,Maruti,Alto,10,60000,20.92,67.1,5,195000
Maruti Alto,Maruti,Alto,8,38000,22.74,47.3,5,190000
Maruti Wagon R,Maruti,Wagon R,8,61154,20.51,67.04,5,255000
Maruti Wagon R,Maruti,Wagon R,4,25396,20.51,67,5,410000
Maruti Alto,Maruti,Alto,8,68450,22.74,47.3,5,245000
Maruti Wagon R,Maruti,Wagon R,4,55271,26.2,58.2,5,365000
Renault KWID,Renault,KWID,5,12000,25.17,53.3,5,275000
Maruti Alto,Maruti,Alto,13,92000,19.7,46.3,5,115000
Renault KWID,Renault,KWID,4,36000,25.17,53.3,5,320000
Maruti Wagon R,Maruti,Wagon R,3,38000,26.6,58.16,5,415000
Maruti Alto,Maruti,Alto,5,35286,23.95,67.05,5,331000
Maruti Celerio,Maruti,Celerio,5,12957,23.1,67.04,5,400000
Renault KWID,Renault,KWID,2,14000,23.01,67,5,390000
Maruti Alto,Maruti,Alto,7,58001,22.74,47.3,5,215000
Maruti Alto,Maruti,Alto,7,40000,23.95,67.05,5,235000
Maruti Wagon R,Maruti,Wagon R,4,36954,26.6,58.16,5,350000
Maruti Wagon R,Maruti,Wagon R,8,36900,21.79,67.05,5,265000
Maruti Wagon R,Maruti,Wagon R,3,7000,20.51,67.06,5,410000
Maruti Wagon R,Maruti,Wagon R,6,128000,26.6,58.16,5,283000
Maruti Celerio,Maruti,Celerio,2,40000,30.47,58.33,5,465000
Maruti Wagon R,Maruti,Wagon R,12,70962,18.9,67.1,5,145000
Maruti Alto,Maruti,Alto,8,60000,22.74,47.3,5,185000
Maruti Alto,Maruti,Alto,4,11000,23.95,67.05,5,325000
Maruti Celerio,Maruti,Celerio,4,26000,23.1,67.04,5,400000
Maruti Celerio,Maruti,Celerio,6,33000,23.1,67.04,5,370000
Maruti Wagon R,Maruti,Wagon R,5,120000,20.51,67.04,5,300000
Datsun RediGO,Datsun,RediGO,2,2500,22.7,53.64,5,300000
Maruti Alto,Maruti,Alto,7,62488,20.92,67.1,5,235000
